date|event
1585-11-26|Llegan a la ciudad de Santiago del Estero (Misiones del Paraguay) los dos primeros miembros de la Compañía de Jesús.
1786-11-26|Nace Estanislao López, líder santafesino que participó de las guerras civiles argentinas.
1931-11-26|Nace Adolfo Pérez Esquivel, ganador del Premio Nobel de la Paz en 1980.
1944-11-26|Nace el historietista Roberto Fontanarrosa, creador de Inodoro Pereyra.
1951-11-26|En La Plata es inaugurada la República de los Niños, un parque temático con edificios públicos a pequeña escala.
1954-11-26|Pascual Pérez se consagra como el primer boxeador argentino campeón mundial (AMB) al vencer en Tokio a Yoshio Shirai por puntos en 15 rounds.
1817-11-27|Nace en Saladas, provincia de Corrientes, Juan Gregorio Pujol, abogado y político argentino, gobernador de su provincia natal entre 1852 y 1859 y ministro de Interior durante la presidencia de Santiago Derqui.
1887-11-27|Se funda el Quilmes Atlético Club.
2004-11-27|Fallece el dibujante argentino de historietas Alberto Salinas, su personaje más difundido es Dago, con guiones de Robin Wood.
1935-11-28|Nace el periodista Jorge Lafforgue.
2000-11-28|Boca Juniors, de Argentina, se proclama Campeón Intercontinental por segunda vez en su historia al derrotar al Real Madrid de España por 2 a 1 con dos tantos de Martín Palermo, en el estadio Nacional de Tokio, Japón.
1956-11-29|Nace Jorge Telerman, político que reemplazó a Aníbal Ibarra como Jefe de Gobierno de la Ciudad de Buenos Aires tras su destitución en el año 2006.
1984-11-29|Argentina y Chile firman el Tratado de paz y amistad que pone término al Conflicto del Beagle.
1870-11-30|Fallece en Buenos Aires, Enrique Martínez, un militar rioplatense que participó en la guerra de independencia de la Argentina y en la Guerra Grande uruguaya.
1979-11-30|Nace en la ciudad de Santa Fe, el jugador de baloncesto Andrés Nocioni.
2018-11-30|se registra un terremoto de 3,8 grados de magnitud en la escala de Richter cerca de las ciudades de La Plata y Buenos Aires, algo que no ocurría desde el Terremoto del Río de la Plata de 1888.
1828-12-01|Tras su victoria contra los brasileños, Juan Lavalle depone al gobernador de Buenos Aires, coronel Manuel Dorrego
1863-12-01|Se inaugura la sucursal del Banco de la Provincia de Buenos Aires en San Nicolás de los Arroyos
1866-12-01|Estanislao del Campo publica el poema gauchesco "Fausto criollo"
1878-12-01|Expedición Py: La expedición naval comandadado por el comodoro Luis Py iza la bandera argentina en el cerro del Cañadón de los Misioneros, junto al río Santa Cruz.
1913-12-01|Se inaugura la primera línea del subterráneo de Buenos Aires, la "A"
1936-12-01|En Buenos Aires, el presidente norteamericano Franklin D. Roosevelt inaugura la Conferencia Panamericana de Consolidación de la Paz
1945-12-01|El gobierno de facto del general Edelmiro Farrell convoca a elecciones generales, en las que resultará electo presidente Juan Domingo Perón
1959-12-01|Argentina y otras 11 naciones suscriben el Tratado Antártico, por el cual se comprometen a suspender sus reclamaciones territoriales sobre el continente
1961-12-01|Nace el músico Lito Vitale
1980-12-01|En Buenos Aires se inaugura el Centro Cultural Recoleta
1817-12-02|Nace el poeta José Mármol.
1905-12-02|Nace el pianista y director de tango Osvaldo Pugliese.
1964-12-02|Brasil envía al exiliado Juan Domingo Perón de regreso a España, frustrando así su proyecto de retorno a la Argentina.
1979-12-02|San Lorenzo de Almagro juega su último partido en el Viejo Gasómetro antes de ceder el terreno; pasaría más de 15 años sin estadio propio.
1987-12-02|Muere en Buenos Aires, el médico y bioquímico Luis Federico Leloir, Premio Nobel de Química.
1853-12-03|Muere el político Nicolás Rodríguez Peña, protagonista de la Revolución de Mayo
1845-12-04|El gobierno de la provincia de Corrientes, aliado con el presidente paraguayo Carlos Antonio López, declara la guerra al gobernador bonaerense Juan Manuel de Rosas
1910-12-04|Se inaugura la Basílica de Luján, en la provincia de Buenos Aires
1920-12-04|Honorio Pueyrredón, jefe de la delegación argentina frente a la Sociedad de Naciones, anuncia que Argentina se retira de la misma en desacuerdo con la decisión de excluir de la misma a los países derrotados en la Primera Guerra Mundial
1956-12-04|Se crea el Instituto Nacional de Tecnología Agropecuaria (INTA) para fomentar la modernización de las explotaciones primarias
1997-12-04|Muere el músico Héctor Stamponi
2009-12-04|En el estadio José Amalfitani, Luis Alberto Spinetta da un recital histórico de más de cinco horas de duración.
1829-12-05|Juan Manuel de Rosas ocupa el Poder Ejecutivo Nacional tras varios años de guerra civil
1983-12-05|Se disuelve la Junta Militar a cargo del gobierno durante el Proceso de Reorganización Nacional; Reynaldo Bignone ocupará de facto la Presidencia hasta la asunción de Raúl Alfonsín
1608-12-06|Hernando Arias de Saavedra, Hernandarias, ordena que se realice la primera medición en regla de la ciudad de Buenos Aires
1866-12-06|El general Felipe Varela se alza contra el gobierno de Bartolomé Mitre
1868-12-06|Nace el político Lisandro de la Torre, fundador del Partido Demócrata Progresista
1880-12-06|El Poder Ejecutivo Nacional emite el decreto por el que Buenos Aires será en adelante Capital Federal de la República Argentina
2000-12-06|Muere el escritor Enrique Anderson Imbert
1874-12-07|Bartolomé Mitre es derrotado por el ejército en la batalla de Santa Rosa; el coronel Julio Argentino Roca recibe el ascenso al generalato
1901-12-07|Muere el psiquiatra y epidemiólogo Lucio Meléndez, primer profesor de patología mental en la Universidad de Buenos Aires
1914-12-07|Nace el cantante de tango Alberto Castillo
1877-12-08|Se inaugura el Hospital Español de Buenos Aires
1906-12-09|Se realiza la primera carrera de automóviles por rutas argentinas.
1955-12-09|Muere el meteorólogo, astrónomo y escritor cordobés Martín Gil
1806-12-10|El Virrey Rafael de Sobremonte da la dignidad de pueblo al fuerte de San Salvador de Lobos
1825-12-10|Comienza la guerra entre las Provincias Unidas del Río de la Plata y el Imperio del Brasil
1923-12-10|Nace el arquitecto y pintor Clorindo Testa
1947-12-10|Bernardo Alberto Houssay recibe el Premio Nobel de Medicina por sus trabajos sobre la hipófisis
1970-12-10|Luis Leloir recibe el Premio Nobel de Química
1980-12-10|Adolfo Pérez Esquivel recibe el Premio Nobel de la Paz
1983-12-10|Raúl Alfonsín asume la presidencia de la Nación, restaurando el orden democrático tras más de siete años del gobierno militar del Proceso de Reorganización Nacional
1984-12-10|César Milstein comparte con Georges Köhler el Premio Nobel de Medicina
1992-12-10|Muere la cantante y actriz Celia Gámez
1997-12-10|El Senado de la Nación Argentina sanciona la ley que crea el Consejo de la Magistratura
1998-12-10|Muere la actriz ruso-argentina Berta Singerman
1999-12-10|Fernando de la Rúa asume la presidencia de la Nación
2007-12-10|Cristina Fernández de Kirchner asume la presidencia de la Nación
1890-12-11|Nace el cantante de tango Carlos Gardel.
1899-12-11|Nace el director de orquesta y compositor Julio de Caro.
1981-12-11|Roberto Viola renuncia a la presidencia de la Nación.
1914-12-12|Se inaugura en el Cerro de la Gloria de Mendoza el monumento al Ejército de los Andes, obra del escultor uruguayo Juan M. Ferrari
2000-12-12|Muere la actriz y cantante Libertad Lamarque
1828-12-13|Manuel Dorrego, gobernador de la provincia de Buenos Aires, es fusilado por orden de Juan Lavalle
1902-12-13|El ministro y jurista Luis María Drago enuncia la doctrina que lleva su nombre, que sostiene que "ninguna potencia europea puede obligar a una república americana, por medio de la fuerza, al pago de deudas públicas contraídas con los Estados o los súbditos extranjeros"
1907-12-13|Se descubre petróleo en la ciudad chubutense de Comodoro Rivadavia
1946-12-13|Argentina y Chile suscriben un pacto por el que se comprometen a suprimir las barreras aduaneras
1947-12-13|Juan Domingo Perón declara que "no [es] partidario ni del régimen capitalista ni del sistema comunista, sino de otra posición, la tercera", uno de los principios históricos del peronismo
1983-12-13|Raúl Alfonsín anuncia el decreto disponiendo el juicio a las Juntas
1824-12-14|Inglaterra reconoce la independencia de las provincias Unidas del Río de la Plata.
1887-12-14|Nace el pintor Xul Solar
1956-12-14|Comienza a funcionar la Universidad Nacional del Nordeste
1966-12-14|Nace la cineasta Lucrecia Martel
1993-12-14|Muere la escritora y pintora Silvina Ocampo
1874-12-15|Se funda la colonia galesa de Gaiman a orillas del río Chubut.
1915-12-15|Comienza a circular en Buenos Aires el periódico La Época, dirigido por José Luis Cantilo.
1915-12-15|Se inaugura en la calle Florida de Buenos Aires la Galería Güemes, un edificio monumental para la época.
1916-12-15|Se inaugura en Buenos Aires el actual edificio de la Bolsa.
1958-12-15|Muere el jurisconsulto y escritor porteño Juan P. Ramos.
1983-12-15|Se crea la Comisión Nacional sobre la Desaparición de Personas de la Argentina.
1986-12-15|Nace Eric Nahuel Jurio en Mar del Plata (vive en Cordoba), tecnico electronico, analista en computacion, data scientist, karateka y kobudoka.
1824-12-16|Se toman por primera vez apuntes taquigráficos de la sesión del Congreso de la Nación Argentina
1941-12-16|Ramón Castillo declara el estado de sitio para acallar las protestas contra la neutralidad argentina en la Segunda Guerra Mundial
1989-12-16|Muere el piloto Oscar Alfredo Gálvez
1934-12-17|Argentores, la agrupación que nuclea a los autores de teatro, televisión y radio de Argentina, se funda en Buenos Aires
1939-12-17|El acorazado de bolsillo Admiral Graf von Spee es hundido en la Batalla del Río de la Plata
1957-12-18|Muere el escritor catamarqueño Juan Alfonso Carrizo, recopilador de la música popular argentina;
1833-12-19|Muere el político Miguel de Azcuénaga, miembro de la Primera Junta de Gobierno de Argentina.
1935-12-19|Nace el humorista chaqueño Luis Landriscina
1961-12-19|Nace el boxeador correntino Juan Martin Látigo Coggi
1973-12-19|La primera turbina del complejo hidroeléctrico El Chocón entra en funcionamiento.
1992-12-19|Serú Girán se convierte en la primera banda argentina en llenar el Estadio Monumental
1967-12-20|Muere el poeta, dramaturgo y ensayista Arturo Capdevila
1972-12-20|Comienza a funcionar la Universidad Nacional de Luján
1994-12-20|La devaluación del peso mexicano provoca una crisis financiera en toda América Latina, bautizada efecto Tequila
1996-12-20|Muere el destacado periodista deportivo Carlos Juvenal
2001-12-20|Fernando de la Rúa renuncia a la presidencia de la Nación; lo sucede interinamente Ramón Puerta
1795-12-21|Nace el médico y naturalista Francisco Javier Muñiz, precursor de la paleontología en el territorio argentino
1923-12-21|Muere el jurisconsulto, legislador y escritor Joaquín V. Gonzalez
1962-12-21|Se crea la Academia Porteña del Lunfardo
1990-12-21|Se crea la Universidad de Palermo
1959-12-22|Se crea la Universidad de Mendoza, luego Universidad Nacional de Cuyo.
1977-12-22|Muere el folclorista y poeta Rafael Jijena Sánchez.
1987-12-22|Muere el músico italiano-argentino Luca Prodan, vocalista de la banda argentina Sumo.
1831-12-23|Nace el escritor, militar y diplomático porteño Lucio V. Mansilla
1951-12-23|Muere el compositor de tango Enrique Santos Discépolo
1951-12-23|Muere el novelista Benito Lynch
1975-12-23|El Ejército Revolucionario del Pueblo intenta atacar al Batallón Depósito de Arsenales 601 en Monte Chingolo, con resultados desastrosos.
1986-12-23|Se sanciona la Ley de Punto Final que impone la prescripción anticipada de los delitos cometidos por los militares durante el Proceso de Reorganización Nacional
1821-12-24|La provincia de Buenos Aires suprime los Cabildos y establece Juzgados de Primera Instancia y de Paz, y oficinas de policía
1962-12-24|Se suprime definitivamente el servicio de tranvías en Buenos Aires.
2001-12-24|Adolfo Rodríguez Saá asume como presidente interino de la Nación, reemplazando a Ramón Puerta
2002-12-24|Fallece la actriz y cantante Tita Merello
1873-12-25|Nace la educadora Rosario Vera Peñaloza
1907-12-25|Jorge Newbery hace el primer vuelo aerostático argentino a bordo del globo Pampero
1922-12-25|Nace el futbolista Félix Loustau
1966-12-25|Nace el tenista Javier Frana
2001-12-26|Primeros cacerolazos contra el presidente interino Adolfo Rodríguez Saá, que había asumido dos días antes
1899-12-27|Nace el cineasta Leopoldo Torres Ríos
1906-12-27|Muere el político Bernardo de Irigoyen
1927-12-28|Muere el pintor porteño Ernesto de la Cárcova
1932-12-28|Nace el novelista Manuel Puig
1950-12-28|Nace el piloto de automovilismo Juan María Traverso
1979-12-28|Jorge Rafael Videla ordena la destitución de Roberto Viola como jefe del Ejército Argentino, nombrando a Fortunato Galtieri en su reemplazo
1983-12-28|El gobierno deroga la ley de Autoamnistía dictada por la Junta Militar antes del fin del Proceso de Reorganización Nacional
1989-12-28|El ministro de Economía Antonio Erman González, nombrado diez días antes en reemplazo de Néstor Rapanelli, anuncia la conversión forzosa de los depósitos a plazo fijo por bonos del Tesoro Nacional en el llamado Plan BONEX
1990-12-28|Carlos Saúl Menem dicta el decreto que indulta a los comandantes de las Juntas Militares condenados por los crímenes cometidos durante la dictadura
1779-12-29|Manuel de Basavilbaso compra el terreno frente al río de la Plata que hoy ocupa la residencia presidencial de Olivos
1868-12-29|Julio y Federico Lacroze obtienen la concesión para instalar la primera línea de tranvías en Buenos Aires
1869-12-29|Se crea el Observatorio Astronómico de Córdoba
1877-12-29|Muere el político Adolfo Alsina
1894-12-29|Muere el jurisconsulto, novelista y profesor Lucio Vicente López
1902-12-29|El gobierno argentino comunica a Estados Unidos la doctrina fijada por el canciller Luis María Drago, que se adoptaría en el derecho internacional poco más tarde
1882-12-30|Nace el oncólogo Ángel Roffo, que dirigiría el Instituto de Medicina Experimental para el estudio y tratamiento del cáncer.
1923-12-30|Se inaugura el servicio aéreo de Buenos Aires a Montevideo, el primero abierto al público en Argentina.
